audio_id,filename,path,class_label,duration,sampling_rate,channels,recording_environment,recording_device,source_distance,is_original,dataset_split
alarm_siren_0017,alarm_siren_0017.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\alarm_siren\alarm_siren_0017.wav,alarm_siren,3.0,16000,1,,,,1,train
vehicle_horn_0277,vehicle_horn_0277.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\vehicle_horn\vehicle_horn_0277.wav,vehicle_horn,3.0,16000,1,,,,1,train
panic_scream_0214,panic_scream_0214.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\panic_scream\panic_scream_0214.wav,panic_scream,3.0,16000,1,,,,1,train
gunshot_0248,gunshot_0248.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\gunshot\gunshot_0248.wav,gunshot,3.0,16000,1,,,,1,train
aggression_0137,aggression_0137.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\aggression\aggression_0137.wav,aggression,3.0,16000,1,,,,1,train
vehicle_horn_0237,vehicle_horn_0237.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\vehicle_horn\vehicle_horn_0237.wav,vehicle_horn,3.0,16000,1,,,,1,train
panic_scream_0111,panic_scream_0111.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\panic_scream\panic_scream_0111.wav,panic_scream,3.0,16000,1,,,,1,train
animal_sound_0149,animal_sound_0149.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\animal_sound\animal_sound_0149.wav,animal_sound,3.0,16000,1,,,,1,train
gunshot_0186,gunshot_0186.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\gunshot\gunshot_0186.wav,gunshot,3.0,16000,1,,,,1,train
alarm_siren_0022,alarm_siren_0022.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\alarm_siren\alarm_siren_0022.wav,alarm_siren,3.0,16000,1,,,,1,train
gunshot_0282,gunshot_0282.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\gunshot\gunshot_0282.wav,gunshot,3.0,16000,1,,,,1,train
background_noise_0291,background_noise_0291.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\background_noise\background_noise_0291.wav,background_noise,3.0,16000,1,,,,1,train
animal_sound_0287,animal_sound_0287.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\animal_sound\animal_sound_0287.wav,animal_sound,3.0,16000,1,,,,1,train
alarm_siren_0184,alarm_siren_0184.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\alarm_siren\alarm_siren_0184.wav,alarm_siren,3.0,16000,1,,,,1,train
gunshot_0106,gunshot_0106.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\gunshot\gunshot_0106.wav,gunshot,3.0,16000,1,,,,1,train
glass_breaking_0281,glass_breaking_0281.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\glass_breaking\glass_breaking_0281.wav,glass_breaking,3.0,16000,1,,,,1,train
animal_sound_0070,animal_sound_0070.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\animal_sound\animal_sound_0070.wav,animal_sound,3.0,16000,1,,,,1,train
machinery_fault_0253,machinery_fault_0253.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\machinery_fault\machinery_fault_0253.wav,machinery_fault,3.0,16000,1,,,,1,train
aggression_0271,aggression_0271.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\aggression\aggression_0271.wav,aggression,3.0,16000,1,,,,1,train
vehicle_horn_0178,vehicle_horn_0178.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\vehicle_horn\vehicle_horn_0178.wav,vehicle_horn,3.0,16000,1,,,,1,train
background_noise_0088,background_noise_0088.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\background_noise\background_noise_0088.wav,background_noise,3.0,16000,1,,,,1,train
vehicle_horn_0294,vehicle_horn_0294.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\vehicle_horn\vehicle_horn_0294.wav,vehicle_horn,3.0,16000,1,,,,1,train
vehicle_horn_0293,vehicle_horn_0293.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\vehicle_horn\vehicle_horn_0293.wav,vehicle_horn,3.0,16000,1,,,,1,train
machinery_fault_0215,machinery_fault_0215.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\machinery_fault\machinery_fault_0215.wav,machinery_fault,3.0,16000,1,,,,1,train
panic_scream_0164,panic_scream_0164.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\panic_scream\panic_scream_0164.wav,panic_scream,3.0,16000,1,,,,1,train
aggression_0086,aggression_0086.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\aggression\aggression_0086.wav,aggression,3.0,16000,1,,,,1,train
aggression_0173,aggression_0173.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\aggression\aggression_0173.wav,aggression,3.0,16000,1,,,,1,train
machinery_fault_0062,machinery_fault_0062.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\machinery_fault\machinery_fault_0062.wav,machinery_fault,3.0,16000,1,,,,1,train
panic_scream_0064,panic_scream_0064.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\panic_scream\panic_scream_0064.wav,panic_scream,3.0,16000,1,,,,1,train
alarm_siren_0133,alarm_siren_0133.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\alarm_siren\alarm_siren_0133.wav,alarm_siren,3.0,16000,1,,,,1,train
background_noise_0024,background_noise_0024.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\background_noise\background_noise_0024.wav,background_noise,3.0,16000,1,,,,1,train
vehicle_horn_0295,vehicle_horn_0295.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\vehicle_horn\vehicle_horn_0295.wav,vehicle_horn,3.0,16000,1,,,,1,train
machinery_fault_0083,machinery_fault_0083.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\machinery_fault\machinery_fault_0083.wav,machinery_fault,3.0,16000,1,,,,1,train
animal_sound_0015,animal_sound_0015.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\animal_sound\animal_sound_0015.wav,animal_sound,3.0,16000,1,,,,1,train
alarm_siren_0183,alarm_siren_0183.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\alarm_siren\alarm_siren_0183.wav,alarm_siren,3.0,16000,1,,,,1,train
background_noise_0193,background_noise_0193.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\background_noise\background_noise_0193.wav,background_noise,3.0,16000,1,,,,1,train
aggression_0133,aggression_0133.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\aggression\aggression_0133.wav,aggression,3.0,16000,1,,,,1,train
machinery_fault_0027,machinery_fault_0027.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\machinery_fault\machinery_fault_0027.wav,machinery_fault,3.0,16000,1,,,,1,train
gunshot_0257,gunshot_0257.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\gunshot\gunshot_0257.wav,gunshot,3.0,16000,1,,,,1,train
panic_scream_0105,panic_scream_0105.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\panic_scream\panic_scream_0105.wav,panic_scream,3.0,16000,1,,,,1,train
gunshot_0215,gunshot_0215.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\gunshot\gunshot_0215.wav,gunshot,3.0,16000,1,,,,1,train
gunshot_0101,gunshot_0101.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\gunshot\gunshot_0101.wav,gunshot,3.0,16000,1,,,,1,train
glass_breaking_0027,glass_breaking_0027.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\glass_breaking\glass_breaking_0027.wav,glass_breaking,3.0,16000,1,,,,1,train
gunshot_0122,gunshot_0122.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\gunshot\gunshot_0122.wav,gunshot,3.0,16000,1,,,,1,train
machinery_fault_0237,machinery_fault_0237.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\machinery_fault\machinery_fault_0237.wav,machinery_fault,3.0,16000,1,,,,1,train
animal_sound_0197,animal_sound_0197.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\animal_sound\animal_sound_0197.wav,animal_sound,3.0,16000,1,,,,1,train
aggression_0282,aggression_0282.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\aggression\aggression_0282.wav,aggression,3.0,16000,1,,,,1,train
machinery_fault_0265,machinery_fault_0265.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\machinery_fault\machinery_fault_0265.wav,machinery_fault,3.0,16000,1,,,,1,train
alarm_siren_0062,alarm_siren_0062.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\alarm_siren\alarm_siren_0062.wav,alarm_siren,3.0,16000,1,,,,1,train
glass_breaking_0207,glass_breaking_0207.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\glass_breaking\glass_breaking_0207.wav,glass_breaking,3.0,16000,1,,,,1,train
gunshot_0071,gunshot_0071.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\gunshot\gunshot_0071.wav,gunshot,3.0,16000,1,,,,1,train
vehicle_horn_0188,vehicle_horn_0188.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\vehicle_horn\vehicle_horn_0188.wav,vehicle_horn,3.0,16000,1,,,,1,train
gunshot_0001,gunshot_0001.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\gunshot\gunshot_0001.wav,gunshot,3.0,16000,1,,,,1,train
machinery_fault_0257,machinery_fault_0257.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\machinery_fault\machinery_fault_0257.wav,machinery_fault,3.0,16000,1,,,,1,train
alarm_siren_0041,alarm_siren_0041.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\alarm_siren\alarm_siren_0041.wav,alarm_siren,3.0,16000,1,,,,1,train
panic_scream_0085,panic_scream_0085.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\panic_scream\panic_scream_0085.wav,panic_scream,3.0,16000,1,,,,1,train
glass_breaking_0067,glass_breaking_0067.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\glass_breaking\glass_breaking_0067.wav,glass_breaking,3.0,16000,1,,,,1,train
machinery_fault_0131,machinery_fault_0131.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\machinery_fault\machinery_fault_0131.wav,machinery_fault,3.0,16000,1,,,,1,train
background_noise_0186,background_noise_0186.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\background_noise\background_noise_0186.wav,background_noise,3.0,16000,1,,,,1,train
animal_sound_0020,animal_sound_0020.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\animal_sound\animal_sound_0020.wav,animal_sound,3.0,16000,1,,,,1,train
glass_breaking_0225,glass_breaking_0225.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\glass_breaking\glass_breaking_0225.wav,glass_breaking,3.0,16000,1,,,,1,train
gunshot_0241,gunshot_0241.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\gunshot\gunshot_0241.wav,gunshot,3.0,16000,1,,,,1,train
glass_breaking_0025,glass_breaking_0025.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\glass_breaking\glass_breaking_0025.wav,glass_breaking,3.0,16000,1,,,,1,train
alarm_siren_0262,alarm_siren_0262.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\alarm_siren\alarm_siren_0262.wav,alarm_siren,3.0,16000,1,,,,1,train
machinery_fault_0034,machinery_fault_0034.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\machinery_fault\machinery_fault_0034.wav,machinery_fault,3.0,16000,1,,,,1,train
alarm_siren_0096,alarm_siren_0096.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\alarm_siren\alarm_siren_0096.wav,alarm_siren,3.0,16000,1,,,,1,train
aggression_0052,aggression_0052.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\aggression\aggression_0052.wav,aggression,3.0,16000,1,,,,1,train
machinery_fault_0227,machinery_fault_0227.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\machinery_fault\machinery_fault_0227.wav,machinery_fault,3.0,16000,1,,,,1,train
machinery_fault_0070,machinery_fault_0070.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\machinery_fault\machinery_fault_0070.wav,machinery_fault,3.0,16000,1,,,,1,train
glass_breaking_0052,glass_breaking_0052.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\glass_breaking\glass_breaking_0052.wav,glass_breaking,3.0,16000,1,,,,1,train
background_noise_0041,background_noise_0041.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\background_noise\background_noise_0041.wav,background_noise,3.0,16000,1,,,,1,train
gunshot_0175,gunshot_0175.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\gunshot\gunshot_0175.wav,gunshot,3.0,16000,1,,,,1,train
aggression_0065,aggression_0065.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\aggression\aggression_0065.wav,aggression,3.0,16000,1,,,,1,train
animal_sound_0119,animal_sound_0119.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\animal_sound\animal_sound_0119.wav,animal_sound,3.0,16000,1,,,,1,train
alarm_siren_0246,alarm_siren_0246.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\alarm_siren\alarm_siren_0246.wav,alarm_siren,3.0,16000,1,,,,1,train
machinery_fault_0003,machinery_fault_0003.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\machinery_fault\machinery_fault_0003.wav,machinery_fault,3.0,16000,1,,,,1,train
gunshot_0284,gunshot_0284.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\gunshot\gunshot_0284.wav,gunshot,3.0,16000,1,,,,1,train
machinery_fault_0182,machinery_fault_0182.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\machinery_fault\machinery_fault_0182.wav,machinery_fault,3.0,16000,1,,,,1,train
vehicle_horn_0190,vehicle_horn_0190.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\vehicle_horn\vehicle_horn_0190.wav,vehicle_horn,3.0,16000,1,,,,1,train
machinery_fault_0140,machinery_fault_0140.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\machinery_fault\machinery_fault_0140.wav,machinery_fault,3.0,16000,1,,,,1,train
gunshot_0065,gunshot_0065.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\gunshot\gunshot_0065.wav,gunshot,3.0,16000,1,,,,1,train
vehicle_horn_0204,vehicle_horn_0204.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\vehicle_horn\vehicle_horn_0204.wav,vehicle_horn,3.0,16000,1,,,,1,train
animal_sound_0300,animal_sound_0300.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\animal_sound\animal_sound_0300.wav,animal_sound,3.0,16000,1,,,,1,train
background_noise_0092,background_noise_0092.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\background_noise\background_noise_0092.wav,background_noise,3.0,16000,1,,,,1,train
glass_breaking_0244,glass_breaking_0244.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\glass_breaking\glass_breaking_0244.wav,glass_breaking,3.0,16000,1,,,,1,train
vehicle_horn_0043,vehicle_horn_0043.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\vehicle_horn\vehicle_horn_0043.wav,vehicle_horn,3.0,16000,1,,,,1,train
vehicle_horn_0133,vehicle_horn_0133.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\vehicle_horn\vehicle_horn_0133.wav,vehicle_horn,3.0,16000,1,,,,1,train
machinery_fault_0238,machinery_fault_0238.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\machinery_fault\machinery_fault_0238.wav,machinery_fault,3.0,16000,1,,,,1,train
aggression_0095,aggression_0095.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\aggression\aggression_0095.wav,aggression,3.0,16000,1,,,,1,train
machinery_fault_0004,machinery_fault_0004.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\machinery_fault\machinery_fault_0004.wav,machinery_fault,3.0,16000,1,,,,1,train
animal_sound_0012,animal_sound_0012.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\animal_sound\animal_sound_0012.wav,animal_sound,3.0,16000,1,,,,1,train
animal_sound_0247,animal_sound_0247.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\animal_sound\animal_sound_0247.wav,animal_sound,3.0,16000,1,,,,1,train
animal_sound_0257,animal_sound_0257.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\animal_sound\animal_sound_0257.wav,animal_sound,3.0,16000,1,,,,1,train
background_noise_0151,background_noise_0151.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\background_noise\background_noise_0151.wav,background_noise,3.0,16000,1,,,,1,train
alarm_siren_0294,alarm_siren_0294.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\alarm_siren\alarm_siren_0294.wav,alarm_siren,3.0,16000,1,,,,1,train
animal_sound_0271,animal_sound_0271.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\animal_sound\animal_sound_0271.wav,animal_sound,3.0,16000,1,,,,1,train
aggression_0126,aggression_0126.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\aggression\aggression_0126.wav,aggression,3.0,16000,1,,,,1,train
animal_sound_0265,animal_sound_0265.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\animal_sound\animal_sound_0265.wav,animal_sound,3.0,16000,1,,,,1,train
gunshot_0229,gunshot_0229.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\gunshot\gunshot_0229.wav,gunshot,3.0,16000,1,,,,1,train
panic_scream_0074,panic_scream_0074.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\panic_scream\panic_scream_0074.wav,panic_scream,3.0,16000,1,,,,1,train
glass_breaking_0084,glass_breaking_0084.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\glass_breaking\glass_breaking_0084.wav,glass_breaking,3.0,16000,1,,,,1,train
gunshot_0246,gunshot_0246.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\gunshot\gunshot_0246.wav,gunshot,3.0,16000,1,,,,1,train
machinery_fault_0199,machinery_fault_0199.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\machinery_fault\machinery_fault_0199.wav,machinery_fault,3.0,16000,1,,,,1,train
aggression_0280,aggression_0280.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\aggression\aggression_0280.wav,aggression,3.0,16000,1,,,,1,train
vehicle_horn_0098,vehicle_horn_0098.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\vehicle_horn\vehicle_horn_0098.wav,vehicle_horn,3.0,16000,1,,,,1,train
aggression_0298,aggression_0298.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\aggression\aggression_0298.wav,aggression,3.0,16000,1,,,,1,train
panic_scream_0103,panic_scream_0103.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\panic_scream\panic_scream_0103.wav,panic_scream,3.0,16000,1,,,,1,train
glass_breaking_0014,glass_breaking_0014.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\glass_breaking\glass_breaking_0014.wav,glass_breaking,3.0,16000,1,,,,1,train
panic_scream_0215,panic_scream_0215.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\panic_scream\panic_scream_0215.wav,panic_scream,3.0,16000,1,,,,1,train
glass_breaking_0095,glass_breaking_0095.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\glass_breaking\glass_breaking_0095.wav,glass_breaking,3.0,16000,1,,,,1,train
background_noise_0256,background_noise_0256.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\background_noise\background_noise_0256.wav,background_noise,3.0,16000,1,,,,1,train
alarm_siren_0270,alarm_siren_0270.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\alarm_siren\alarm_siren_0270.wav,alarm_siren,3.0,16000,1,,,,1,train
gunshot_0143,gunshot_0143.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\gunshot\gunshot_0143.wav,gunshot,3.0,16000,1,,,,1,train
aggression_0269,aggression_0269.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\aggression\aggression_0269.wav,aggression,3.0,16000,1,,,,1,train
glass_breaking_0144,glass_breaking_0144.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\glass_breaking\glass_breaking_0144.wav,glass_breaking,3.0,16000,1,,,,1,train
gunshot_0268,gunshot_0268.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\gunshot\gunshot_0268.wav,gunshot,3.0,16000,1,,,,1,train
alarm_siren_0076,alarm_siren_0076.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\alarm_siren\alarm_siren_0076.wav,alarm_siren,3.0,16000,1,,,,1,train
aggression_0139,aggression_0139.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\aggression\aggression_0139.wav,aggression,3.0,16000,1,,,,1,train
alarm_siren_0193,alarm_siren_0193.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\alarm_siren\alarm_siren_0193.wav,alarm_siren,3.0,16000,1,,,,1,train
gunshot_0299,gunshot_0299.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\gunshot\gunshot_0299.wav,gunshot,3.0,16000,1,,,,1,train
panic_scream_0227,panic_scream_0227.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\panic_scream\panic_scream_0227.wav,panic_scream,3.0,16000,1,,,,1,train
